PC1,PC2,PC3,PC4,ticker
1.8199070966223656,0.6808152590516455,0.3830780664467916,1.3435738124342385,AAPL
-2.3695248292303996,3.032006240438672,0.4850649443055104,-0.5568831283292696,MSFT
4.057625944279841,1.8197936944868798,-1.2931312531456547,1.1516163024442152,GOOGL
0.44344528300441094,0.37045994801054605,-0.13373390241029576,0.34372067514671,AMZN
-1.1678013010190091,3.0091442396471777,0.09608698245424745,-0.29498531715082993,META
1.5342813443657806,0.23297752466599794,3.169559027168397,1.6579220510745147,TSLA
1.0069248562804494,2.0636223143911328,0.6687831523986426,1.2405920566058688,NVDA
-0.7856437647224939,-1.8258165035846958,-1.0984397698873014,1.4694535329575094,JPM
2.83390830002871,1.0597231009658683,-0.8224513552929853,0.2704531918130876,JNJ
-0.023420209388056213,1.6852027156302922,-0.004190865330087831,0.7956690936017541,V
1.783768216097885,-1.486378139202595,0.5650455855842358,-1.0057638703964351,WMT
0.6507342532524923,-0.04645900579610992,-1.1827195956947156,1.1812978356231378,PG
-0.1691546253908903,-0.14634546243830632,0.9626118046390919,2.055181471860623,MA
-2.8047215726674386,0.4885566245983702,0.6721909383165896,0.5771291467066821,UNH
-0.07197869092695415,-1.7881423369148572,0.8728480755600931,0.8811848852096423,HD
-1.270306923305568,-0.31342654932180836,0.5162200328080622,-2.0843247102476585,DIS
0.38857674285245825,-2.356601057415008,-1.0717675896844305,0.9003148936670436,BAC
1.766545845458195,-0.3498617689939552,0.1242696129213691,-1.5956690578963013,XOM
0.9835375908205467,-0.08195278070693698,-0.09197734619101534,-1.0430710976954134,CVX
1.6282354264645142,-0.5332578151642675,-0.14148467102505263,-0.32521765667910085,CSCO
1.8159151521057046,1.325970617424864,-0.6624054137705584,-0.3417965681016869,PFE
-3.0005568675653107,0.821243924204594,1.0034168009844648,-0.796567065854251,ABT
1.0759252191321031,-0.9062077270267883,1.1454106945670353,-1.118120447797743,COST
-0.31550750103336844,0.7376754931467339,1.2689409388711876,1.2884961499426233,AVGO
-0.4127417679387043,-0.7790694189155483,0.05696197798375823,-1.1428912961647228,NFLX
-2.6073465153535254,0.629063473625676,-0.05331947409718542,-0.2859232232072454,ADBE
-2.7511390983238706,1.347495951009385,1.0578310168855916,-0.6788092640420846,CRM
-3.3513869537128893,-0.49853721667385864,1.3330421785775513,-0.45134643917308925,NKE
0.6552984101048548,-0.9586050560048626,0.3103509048692875,-0.807054352988945,TMO
1.2043778241728176,-0.6511537983890523,-0.4106657656216906,-0.7303437933521083,LIN
1.3895746706009502,0.38707116556479204,1.1035467201717735,0.014419415949636954,ABBV
-0.005565493169725263,-0.35399148672305186,0.31367510163370643,-1.576982301919644,ACN
1.3756552269839204,-0.5969871977324467,0.808682904720869,-1.3767163352087888,DHR
-0.6783887569868939,-1.4787795387430085,-0.19585869225147454,-1.3256182874493623,VZ
-1.0591806876307799,-1.1398668105596412,-0.011970302697585932,0.3578365576487673,WFC
-1.1975839533295667,0.007670734279938868,-0.9439379533418686,0.6733612513817282,CMCSA
-0.5015859598616965,0.3322374113828609,-0.10654234433946343,0.8885789409125329,NEE
0.7690303264548977,-0.31524741022335195,-0.9818980520230715,-2.2272354267505365,PM
-0.2721912423920759,-0.050937845004072155,1.0580602295172539,-0.6291043131235988,TXN
-0.3638104268853747,0.04388962601889082,0.5354993654984876,0.08664630631458053,RTX
0.6459918308119034,1.276603549389592,-2.3480211928479022,-0.43685905020471993,RELIANCE.NS
-0.7433775635275454,1.7515176448136907,-1.8768158284864733,-0.16060454503232172,TCS.NS
-0.819201419885336,-1.1058972044665736,-1.3702347960095926,0.7405529889158268,HDFCBANK.NS
-0.13941258250502006,0.8831449007188412,-0.9493132032554926,-0.008984148021589833,INFY.NS
0.4847435578976617,0.18827850389246528,0.462854871506751,-1.013336818333062,HINDUNILVR.NS
-0.9222607155409186,-1.9136573360852305,-0.952538182104561,-0.12757596088188505,ICICIBANK.NS
-0.3398835424635507,-1.5256181957631907,-1.64301770467895,0.2920617959991487,SBIN.NS
-0.9639112066825526,1.7140969215395652,-1.680253595458783,0.5967483115970039,BHARTIARTL.NS
-1.3144314701327267,-1.4304306203863524,-1.0521860291291623,1.793820954570268,KOTAKBANK.NS
0.611134361940603,0.34517157922160857,-0.6855787265081845,-1.5364892656238671,ITC.NS
-0.410008141696347,0.2842601639078989,-0.5156189511469744,0.27584327455812896,LT.NS
-1.038936003801848,-2.1449615703170237,-1.0595744555510656,0.5004015488426413,AXISBANK.NS
1.6933298106737804,-1.099048209284179,0.6884672435097134,-1.2853258647987615,ASIANPAINT.NS
0.03450688880708387,0.28423527991286324,-0.2957941635567581,-0.6404950569673233,MARUTI.NS
0.17661827263558838,-1.2459146220870725,2.783384972811548,1.3932167013823678,TITAN.NS
0.899543133286714,0.4498760553052764,-1.0261107868829855,1.5416500242358637,ULTRACEMCO.NS
1.3106088552386603,0.17971240214428422,2.7439520816447422,1.0982542936707336,NESTLEIND.NS
0.8223633306465533,1.0383913379763807,0.7688546562649021,-1.1782930748683393,SUNPHARMA.NS
-0.8127200357338447,-1.7981818103791813,-0.3389961882010359,1.069061590542134,BAJFINANCE.NS
-1.1784279482171673,0.4514260969362435,-0.9581427319992984,0.3033286826516757,WIPRO.NS
